,time,price,pchange,change,volume,amount,type
2041,11:22:16,4.83,-1.83,0.0,10,4830,买盘
2042,11:22:13,4.83,-1.83,0.0,4,1932,买盘
2043,11:22:10,4.83,-1.83,0.01,450,217350,买盘
2044,11:22:07,4.82,-2.03,-0.01,10,4820,卖盘
2045,11:22:04,4.83,-1.83,0.0,6,2898,买盘
2046,11:22:01,4.83,-1.83,0.0,605,292215,买盘
2047,11:22:01,4.83,-1.83,0.0,605,292215,中性盘
2048,11:22:01,4.83,-1.83,-0.01,605,292215,卖盘
2049,11:21:58,4.84,-1.63,0.01,902,436568,买盘
2050,11:21:49,4.83,-1.83,0.0,109,52647,卖盘
2051,11:21:46,4.83,-1.83,0.0,291,140553,买盘
2052,11:21:43,4.83,-1.83,-0.01,32,15456,买盘
2053,11:21:40,4.84,-1.63,0.01,900,435600,买盘
2054,11:21:37,4.83,-1.83,-0.01,41,19803,买盘
2055,11:21:34,4.84,-1.63,0.0,0,0,买盘
2056,11:21:31,4.84,-1.63,0.02,62,30008,买盘
2057,11:21:25,4.82,-2.03,0.0,0,0,卖盘
2058,11:21:19,4.82,-2.03,-0.02,109,52538,卖盘
2059,11:21:16,4.84,-1.63,0.0,16,7744,买盘
2060,11:21:13,4.84,-1.63,0.01,5,2420,买盘
2061,11:21:07,4.83,-1.83,-0.01,169,81627,卖盘
2062,11:21:04,4.84,-1.63,0.0,145,70180,买盘
2063,11:21:01,4.84,-1.63,0.0,30,14520,买盘
2064,11:20:58,4.84,-1.63,0.0,2,968,买盘
2065,11:20:55,4.84,-1.63,0.0,235,113740,买盘
2066,11:20:49,4.84,-1.63,0.0,112,54208,买盘
2067,11:20:43,4.84,-1.63,0.0,68,32912,买盘
2068,11:20:37,4.84,-1.63,0.01,34,16456,买盘
2069,11:20:34,4.83,-1.83,0.0,22,10626,卖盘
2070,11:20:31,4.83,-1.83,0.0,2178,1051974,卖盘
2071,11:20:25,4.83,-1.83,-0.01,10,4830,卖盘
2072,11:20:22,4.84,-1.63,0.01,10,4840,买盘
2073,11:20:19,4.83,-1.83,0.0,109,52647,卖盘
2074,11:20:16,4.83,-1.83,-0.01,4,1932,卖盘
2075,11:20:13,4.84,-1.63,0.0,11,5324,买盘
2076,11:20:10,4.84,-1.63,0.0,1,484,买盘
2077,11:20:07,4.84,-1.63,0.0,22,10648,买盘
2078,11:20:04,4.84,-1.63,0.0,50,24200,买盘
2079,11:20:01,4.84,-1.63,0.0,2160,1045440,买盘
2080,11:19:55,4.84,-1.63,0.0,2,968,买盘
2081,11:19:52,4.84,-1.63,0.01,20,9680,买盘
2082,11:19:49,4.83,-1.83,-0.01,109,52647,卖盘
2083,11:19:46,4.84,-1.63,0.0,172,83248,买盘
2084,11:19:43,4.84,-1.63,0.01,8,3872,买盘
2085,11:19:40,4.83,-1.83,-0.01,3,1449,卖盘
2086,11:19:28,4.84,-1.63,0.0,73,35332,买盘
2087,11:19:25,4.84,-1.63,0.01,5,2420,买盘
2088,11:19:19,4.83,-1.83,-0.01,108,52164,卖盘
2089,11:19:16,4.84,-1.63,0.0,2,968,买盘
2090,11:19:07,4.84,-1.63,0.0,2,968,买盘
2091,11:19:04,4.84,-1.63,0.0,117,56628,买盘
2092,11:19:01,4.84,-1.63,0.0,107,51788,买盘
2093,11:18:58,4.84,-1.63,0.0,44,21296,买盘
2094,11:18:55,4.84,-1.63,0.01,20,9680,买盘
2095,11:18:49,4.83,-1.83,-0.01,109,52647,卖盘
2096,11:18:46,4.84,-1.63,0.01,73,35332,买盘
2097,11:18:43,4.83,-1.83,-0.01,2,966,卖盘
2098,11:18:37,4.84,-1.63,0.0,45,21780,买盘
2099,11:18:34,4.84,-1.63,0.0,51,24684,买盘
2100,11:18:28,4.84,-1.63,0.01,2103,1017852,买盘
2101,11:18:22,4.83,-1.83,0.0,20,9660,卖盘
2102,11:18:22,4.83,-1.83,0.0,20,9660,中性盘
2103,11:18:22,4.83,-1.83,-0.01,20,9660,卖盘
2104,11:18:19,4.84,-1.63,0.0,138,66792,买盘
2105,11:18:16,4.84,-1.63,0.0,120,58080,买盘
2106,11:18:13,4.84,-1.63,0.0,1,484,买盘
2107,11:18:04,4.84,-1.63,0.01,10,4840,买盘
2108,11:18:01,4.83,-1.83,-0.01,40,19320,卖盘
2109,11:17:58,4.84,-1.63,0.0,2,968,买盘
2110,11:17:52,4.84,-1.63,0.01,45,21780,买盘
2111,11:17:49,4.83,-1.83,-0.01,109,52647,卖盘
2112,11:17:43,4.84,-1.63,0.0,3,1452,买盘
2113,11:17:40,4.84,-1.63,0.0,32,15488,买盘
2114,11:17:37,4.84,-1.63,0.0,10,4840,买盘
2115,11:17:34,4.84,-1.63,0.0,11,5324,买盘
2116,11:17:28,4.84,-1.63,0.01,23,11132,买盘
2117,11:17:25,4.83,-1.83,0.0,247,119301,卖盘
2118,11:17:19,4.83,-1.83,-0.01,109,52647,卖盘
2119,11:17:15,4.84,-1.63,0.0,2,968,买盘
2120,11:17:13,4.84,-1.63,0.01,50,24200,买盘
2121,11:17:10,4.83,-1.83,-0.01,210,101430,卖盘
2122,11:17:07,4.84,-1.63,0.0,2,968,买盘
2123,11:17:01,4.84,-1.63,0.0,437,211508,买盘
2124,11:16:57,4.84,-1.63,0.0,205,99220,买盘
2125,11:16:54,4.84,-1.63,0.01,407,196988,买盘
2126,11:16:51,4.83,-1.83,-0.01,210,101430,卖盘
2127,11:16:48,4.84,-1.63,0.01,17,8228,买盘
2128,11:16:45,4.83,-1.83,-0.01,325,156975,卖盘
2129,11:16:42,4.84,-1.63,0.01,320,154880,买盘
2130,11:16:39,4.83,-1.83,-0.01,14,6762,卖盘
2131,11:16:36,4.84,-1.63,0.0,65,31460,买盘
2132,11:16:33,4.84,-1.63,0.0,475,229900,买盘
2133,11:16:24,4.84,-1.63,0.01,542,262328,买盘
2134,11:16:22,4.83,-1.83,-0.01,117,56511,卖盘
2135,11:16:18,4.84,-1.63,0.0,4,1936,买盘
2136,11:16:15,4.84,-1.63,0.0,227,109868,买盘
2137,11:16:12,4.84,-1.63,0.0,720,348480,买盘
2138,11:16:09,4.84,-1.63,0.0,50,24200,买盘
2139,11:16:06,4.84,-1.63,0.0,51,24684,买盘
2140,11:16:03,4.84,-1.63,0.0,3,1452,买盘
2141,11:16:00,4.84,-1.63,0.0,11,5324,买盘
2142,11:15:57,4.84,-1.63,0.0,11,5324,买盘
2143,11:15:54,4.84,-1.63,0.01,161,77924,中性盘
2144,11:15:51,4.83,-1.83,-0.02,109,52647,卖盘
2145,11:15:45,4.85,-1.42,0.01,350,169750,买盘
2146,11:15:39,4.84,-1.63,0.0,18,8712,卖盘
2147,11:15:36,4.84,-1.63,0.0,1,484,卖盘
2148,11:15:33,4.84,-1.63,0.0,65,31460,买盘
2149,11:15:30,4.84,-1.63,0.0,37,17908,买盘
2150,11:15:24,4.84,-1.63,0.01,10,4840,买盘
2151,11:15:21,4.83,-1.83,-0.01,158,76314,卖盘
2152,11:15:18,4.84,-1.63,0.0,10,4840,买盘
2153,11:15:15,4.84,-1.63,0.0,36,17424,买盘
2154,11:15:12,4.84,-1.63,0.0,24,11616,买盘
2155,11:15:06,4.84,-1.63,-0.01,10,4840,中性盘
2156,11:15:03,4.85,-1.42,0.01,3189,1546665,买盘
2157,11:15:00,4.84,-1.63,-0.01,5668,2743312,卖盘
2158,11:14:57,4.85,-1.42,0.0,2,970,买盘
2159,11:14:54,4.85,-1.42,0.01,44,21340,买盘
2160,11:14:51,4.84,-1.63,0.0,3313,1603492,买盘
2161,11:14:45,4.84,-1.63,0.0,20,9680,买盘
2162,11:14:42,4.84,-1.63,0.0,7,3388,中性盘
2163,11:14:42,4.84,-1.63,0.01,7,3388,买盘
2164,11:14:36,4.83,-1.83,-0.01,1,483,卖盘
2165,11:14:33,4.84,-1.63,0.0,5,2420,买盘
2166,11:14:24,4.84,-1.63,0.01,3,1452,买盘
2167,11:14:21,4.83,-1.83,-0.01,3230,1560090,卖盘
2168,11:14:18,4.84,-1.63,0.0,43,20812,买盘
2169,11:14:15,4.84,-1.63,0.0,50,24200,买盘
2170,11:14:09,4.84,-1.63,0.01,700,338800,买盘
2171,11:14:06,4.83,-1.83,-0.01,355,171465,卖盘
2172,11:14:03,4.84,-1.63,0.0,6,2904,买盘
2173,11:13:57,4.84,-1.63,0.01,2,968,买盘
2174,11:13:54,4.83,-1.83,0.0,82,39606,卖盘
2175,11:13:51,4.83,-1.83,-0.01,166,80178,卖盘
2176,11:13:48,4.84,-1.63,0.01,8,3872,买盘
2177,11:13:45,4.83,-1.83,-0.01,4,1932,卖盘
2178,11:13:42,4.84,-1.63,0.01,20,9680,买盘
2179,11:13:39,4.83,-1.83,-0.01,30,14490,卖盘
2180,11:13:36,4.84,-1.63,0.0,28,13552,买盘
2181,11:13:30,4.84,-1.63,0.0,76,36784,买盘
2182,11:13:27,4.84,-1.63,0.0,51,24684,买盘
2183,11:13:21,4.84,-1.63,0.01,135,65340,买盘
2184,11:13:18,4.83,-1.83,-0.01,312,150696,卖盘
2185,11:13:09,4.84,-1.63,0.0,13,6292,买盘
2186,11:13:06,4.84,-1.63,0.0,51,24684,买盘
2187,11:13:00,4.84,-1.63,0.0,9,4356,买盘
2188,11:12:57,4.84,-1.63,0.0,32,15488,买盘
2189,11:12:54,4.84,-1.63,0.01,13,6292,买盘
2190,11:12:51,4.83,-1.83,0.0,115,55545,卖盘
2191,11:12:48,4.83,-1.83,0.0,165,79695,卖盘
2192,11:12:39,4.83,-1.83,0.0,20,9660,卖盘
2193,11:12:36,4.83,-1.83,-0.01,1,483,卖盘
2194,11:12:24,4.84,-1.63,0.01,8,3872,买盘
2195,11:12:21,4.83,-1.83,0.0,189,91287,买盘
2196,11:12:18,4.83,-1.83,0.01,771,372393,买盘
2197,11:12:15,4.82,-2.03,-0.01,1027,495014,卖盘
2198,11:12:12,4.83,-1.83,0.0,5,2415,买盘
2199,11:12:09,4.83,-1.83,0.01,208,100464,买盘
2200,11:12:06,4.82,-2.03,-0.01,9,4338,卖盘
2201,11:12:03,4.83,-1.83,0.0,152,73416,买盘
2202,11:12:00,4.83,-1.83,0.0,10,4830,买盘
2203,11:11:57,4.83,-1.83,0.0,111,53613,买盘
2204,11:11:54,4.83,-1.83,0.0,80,38640,买盘
2205,11:11:51,4.83,-1.83,0.01,218,105294,买盘
2206,11:11:48,4.82,-2.03,-0.01,2,964,卖盘
2207,11:11:45,4.83,-1.83,0.0,80,38640,买盘
2208,11:11:42,4.83,-1.83,0.0,38,18354,买盘
2209,11:11:39,4.83,-1.83,0.0,20,9660,买盘
2210,11:11:35,4.83,-1.83,0.0,101,48783,买盘
2211,11:11:25,4.83,-1.83,0.0,101,48783,买盘
2212,11:11:23,4.83,-1.83,0.01,47,22701,买盘
2213,11:11:20,4.82,-2.03,0.0,108,52056,卖盘
2214,11:11:18,4.82,-2.03,0.0,40,19280,卖盘
2215,11:11:10,4.82,-2.03,0.0,1,482,卖盘
2216,11:11:07,4.82,-2.03,-0.01,163,78566,中性盘
2217,11:11:04,4.83,-1.83,0.01,901,435183,买盘
2218,11:11:01,4.82,-2.03,0.0,52,25064,中性盘
2219,11:11:01,4.82,-2.03,0.01,52,25064,买盘
2220,11:10:58,4.81,-2.24,-0.01,22,10582,卖盘
2221,11:10:55,4.82,-2.03,0.0,2,964,买盘
2222,11:10:54,4.82,-2.03,0.0,69,33258,买盘
2223,11:10:49,4.82,-2.03,0.0,155,74710,买盘
2224,11:10:47,4.82,-2.03,0.0,223,107486,买盘
2225,11:10:43,4.82,-2.03,0.0,108,52056,买盘
2226,11:10:40,4.82,-2.03,0.0,937,451634,买盘
2227,11:10:37,4.82,-2.03,0.0,43,20726,买盘
2228,11:10:34,4.82,-2.03,0.0,11,5302,买盘
2229,11:10:31,4.82,-2.03,0.01,128,61696,买盘
2230,11:10:28,4.81,-2.24,-0.01,1059,509379,卖盘
2231,11:10:25,4.82,-2.03,0.0,30,14460,买盘
2232,11:10:22,4.82,-2.03,0.01,914,440548,买盘
2233,11:10:19,4.81,-2.24,-0.01,109,52429,卖盘
2234,11:10:13,4.82,-2.03,0.01,15,7230,买盘
2235,11:10:10,4.81,-2.24,-0.01,50,24050,卖盘
2236,11:10:07,4.82,-2.03,0.0,200,96400,买盘
2237,11:10:04,4.82,-2.03,0.0,103,49646,买盘
2238,11:10:01,4.82,-2.03,0.0,1158,558156,买盘
2239,11:09:58,4.82,-2.03,0.0,84,40488,买盘
2240,11:09:55,4.82,-2.03,0.0,74,35668,买盘
2241,11:09:52,4.82,-2.03,0.01,10,4820,买盘
2242,11:09:49,4.81,-2.24,-0.01,189,90909,卖盘
2243,11:09:46,4.82,-2.03,0.01,135,65070,买盘
2244,11:09:43,4.81,-2.24,-0.01,79,37999,卖盘
2245,11:09:40,4.82,-2.03,0.0,50,24100,买盘
2246,11:09:37,4.82,-2.03,0.0,910,438620,买盘
2247,11:09:34,4.82,-2.03,0.0,38,18316,买盘
2248,11:09:31,4.82,-2.03,0.0,15,7230,买盘
2249,11:09:25,4.82,-2.03,0.0,5,2410,买盘
2250,11:09:22,4.82,-2.03,0.0,4,1928,买盘
2251,11:09:19,4.82,-2.03,-0.01,208,100724,卖盘
2252,11:09:16,4.83,-1.83,0.0,901,435183,买盘
2253,11:09:13,4.83,-1.83,0.01,37,17871,买盘
2254,11:09:10,4.82,-2.03,0.0,10,4820,卖盘
2255,11:09:04,4.82,-2.03,0.0,3,1446,卖盘
2256,11:09:01,4.82,-2.03,0.0,265,127730,卖盘
2257,11:08:58,4.82,-2.03,-0.01,26,12532,卖盘
2258,11:08:55,4.83,-1.83,0.01,43,20769,买盘
2259,11:08:52,4.82,-2.03,0.0,14,6748,卖盘
2260,11:08:49,4.82,-2.03,0.0,134,64588,卖盘
2261,11:08:46,4.82,-2.03,-0.01,10,4820,卖盘
2262,11:08:43,4.83,-1.83,0.01,20,9660,买盘
2263,11:08:37,4.82,-2.03,0.0,1,482,卖盘
2264,11:08:34,4.82,-2.03,0.0,1,482,卖盘
2265,11:08:28,4.82,-2.03,0.0,44,21208,卖盘
2266,11:08:25,4.82,-2.03,0.0,110,53020,卖盘
2267,11:08:19,4.82,-2.03,-0.01,147,70854,卖盘
2268,11:08:13,4.83,-1.83,0.0,21,10143,买盘
2269,11:08:07,4.83,-1.83,0.0,8,3864,买盘
2270,11:07:58,4.83,-1.83,0.0,80,38640,买盘
2271,11:07:52,4.83,-1.83,0.0,42,20286,买盘
2272,11:07:49,4.83,-1.83,0.01,146,70518,买盘
2273,11:07:46,4.82,-2.03,-0.01,33,15906,卖盘
2274,11:07:43,4.83,-1.83,0.0,10,4830,买盘
2275,11:07:40,4.83,-1.83,0.01,18,8694,买盘
2276,11:07:34,4.82,-2.03,-0.01,1,482,卖盘
2277,11:07:31,4.83,-1.83,0.01,77,37191,买盘
2278,11:07:28,4.82,-2.03,-0.01,61,29402,卖盘
2279,11:07:25,4.83,-1.83,0.01,5,2415,买盘
2280,11:07:22,4.82,-2.03,0.0,4172,2010904,中性盘
2281,11:07:22,4.82,-2.03,-0.01,4172,2010904,卖盘
2282,11:07:19,4.83,-1.83,0.01,1110,536130,买盘
2283,11:07:10,4.82,-2.03,-0.01,220,106040,卖盘
2284,11:07:04,4.83,-1.83,0.01,51,24633,买盘
2285,11:07:01,4.82,-2.03,0.0,11,5302,卖盘
2286,11:06:58,4.82,-2.03,-0.01,248,119536,卖盘
2287,11:06:55,4.83,-1.83,0.01,2,966,买盘
2288,11:06:52,4.82,-2.03,0.0,214,103148,卖盘
2289,11:06:49,4.82,-2.03,0.0,109,52538,卖盘
2290,11:06:43,4.82,-2.03,0.0,100,48200,卖盘
2291,11:06:37,4.82,-2.03,0.0,10,4820,卖盘
2292,11:06:34,4.82,-2.03,-0.01,2,964,卖盘
2293,11:06:28,4.83,-1.83,0.0,54,26082,买盘
2294,11:06:25,4.83,-1.83,0.0,4,1932,买盘
2295,11:06:22,4.83,-1.83,0.0,25,12075,买盘
2296,11:06:19,4.83,-1.83,0.0,137,66171,买盘
2297,11:06:13,4.83,-1.83,0.01,134,64722,买盘
2298,11:06:10,4.82,-2.03,0.0,20,9640,卖盘
2299,11:06:07,4.82,-2.03,-0.01,214,103148,卖盘
2300,11:06:04,4.83,-1.83,0.0,7,3381,卖盘
2301,11:06:01,4.83,-1.83,0.0,97,46851,卖盘
2302,11:05:58,4.83,-1.83,-0.01,626,302358,卖盘
2303,11:05:52,4.84,-1.63,0.01,3,1452,买盘
2304,11:05:49,4.83,-1.83,0.0,110,53130,卖盘
2305,11:05:43,4.83,-1.83,0.0,81,39123,卖盘
2306,11:05:40,4.83,-1.83,0.0,13,6279,卖盘
2307,11:05:37,4.83,-1.83,0.0,2,966,卖盘
2308,11:05:34,4.83,-1.83,0.0,118,56994,卖盘
2309,11:05:31,4.83,-1.83,0.0,4,1932,卖盘
2310,11:05:19,4.83,-1.83,0.0,110,53130,卖盘
2311,11:05:16,4.83,-1.83,0.0,20,9660,卖盘
2312,11:05:13,4.83,-1.83,0.0,21,10143,卖盘
2313,11:05:07,4.83,-1.83,0.0,17,8211,卖盘
2314,11:05:04,4.83,-1.83,-0.01,16,7728,卖盘
2315,11:05:01,4.84,-1.63,0.0,10,4840,买盘
2316,11:04:58,4.84,-1.63,0.01,21,10164,买盘
2317,11:04:55,4.83,-1.83,-0.01,17,8211,卖盘
2318,11:04:52,4.84,-1.63,0.01,79,38236,买盘
2319,11:04:49,4.83,-1.83,-0.01,466,225078,卖盘
2320,11:04:46,4.84,-1.63,0.01,12,5808,买盘
2321,11:04:43,4.83,-1.83,0.0,24,11592,卖盘
2322,11:04:40,4.83,-1.83,0.0,3,1449,卖盘
2323,11:04:37,4.83,-1.83,0.0,124,59892,卖盘
2324,11:04:34,4.83,-1.83,0.0,42,20286,卖盘
2325,11:04:31,4.83,-1.83,0.0,21,10143,卖盘
2326,11:04:28,4.83,-1.83,0.0,105,50715,卖盘
2327,11:04:25,4.83,-1.83,0.0,780,376740,卖盘
2328,11:04:22,4.83,-1.83,0.0,10,4830,卖盘
2329,11:04:19,4.83,-1.83,0.0,190,91770,卖盘
2330,11:04:16,4.83,-1.83,0.0,60,28980,卖盘
2331,11:04:10,4.83,-1.83,-0.01,294,142002,卖盘
2332,11:04:07,4.84,-1.63,0.01,10,4840,买盘
2333,11:04:04,4.83,-1.83,0.0,351,169533,卖盘
2334,11:04:01,4.83,-1.83,-0.01,23,11109,卖盘
2335,11:03:58,4.84,-1.63,0.0,13,6292,买盘
2336,11:03:55,4.84,-1.63,0.0,23,11132,买盘
2337,11:03:52,4.84,-1.63,0.0,13,6292,买盘
2338,11:03:49,4.84,-1.63,0.01,116,56144,买盘
2339,11:03:46,4.83,-1.83,0.0,16,7728,卖盘
2340,11:03:43,4.83,-1.83,0.0,35,16905,中性盘
2341,11:03:43,4.83,-1.83,0.0,35,16905,卖盘
2342,11:03:40,4.83,-1.83,0.0,12,5796,卖盘
2343,11:03:37,4.83,-1.83,0.0,149,71967,卖盘
2344,11:03:34,4.83,-1.83,0.0,1,483,卖盘
2345,11:03:28,4.83,-1.83,0.0,112,54096,卖盘
2346,11:03:25,4.83,-1.83,0.0,268,129444,买盘
2347,11:03:22,4.83,-1.83,0.01,118,56994,买盘
2348,11:03:19,4.82,-2.03,-0.01,129,62178,卖盘
2349,11:03:13,4.83,-1.83,0.0,6,2898,买盘
2350,11:03:10,4.83,-1.83,0.0,20,9660,买盘
2351,11:03:04,4.83,-1.83,0.0,5,2415,买盘
2352,11:03:01,4.83,-1.83,0.0,35,16905,买盘
2353,11:02:58,4.83,-1.83,0.0,1,483,买盘
2354,11:02:55,4.83,-1.83,0.0,2,966,买盘
2355,11:02:49,4.83,-1.83,-0.01,1314,634662,卖盘
2356,11:02:46,4.84,-1.63,0.0,38,18392,买盘
2357,11:02:43,4.84,-1.63,0.01,10,4840,买盘
2358,11:02:40,4.83,-1.83,0.0,2,966,卖盘
2359,11:02:34,4.83,-1.83,-0.01,1,483,卖盘
2360,11:02:31,4.84,-1.63,0.0,27,13068,买盘
2361,11:02:22,4.84,-1.63,0.01,7,3388,买盘
2362,11:02:19,4.83,-1.83,-0.01,109,52647,卖盘
2363,11:02:13,4.84,-1.63,0.0,1,484,买盘
2364,11:02:07,4.84,-1.63,0.01,147,71148,买盘
2365,11:02:04,4.83,-1.83,0.0,17,8211,卖盘
2366,11:01:58,4.83,-1.83,-0.01,5,2415,卖盘
2367,11:01:52,4.84,-1.63,0.02,2,968,买盘
2368,11:01:49,4.82,-2.03,0.0,109,52538,卖盘
2369,11:01:46,4.82,-2.03,-0.01,1248,601536,卖盘
2370,11:01:43,4.83,-1.83,0.0,20,9660,卖盘
2371,11:01:37,4.83,-1.83,0.0,3,1449,卖盘
2372,11:01:34,4.83,-1.83,-0.01,113,54579,卖盘
2373,11:01:31,4.84,-1.63,0.0,331,160204,买盘
2374,11:01:28,4.84,-1.63,0.0,189,91491,买盘
2375,11:01:25,4.84,-1.63,0.01,156,75504,买盘
2376,11:01:22,4.83,-1.83,-0.01,7,3381,卖盘
2377,11:01:19,4.84,-1.63,0.0,136,65824,买盘
2378,11:01:16,4.84,-1.63,0.0,101,48884,买盘
2379,11:01:13,4.84,-1.63,0.0,75,36300,买盘
2380,11:01:10,4.84,-1.63,0.0,162,78408,买盘
2381,11:01:07,4.84,-1.63,0.0,20,9680,买盘
2382,11:01:04,4.84,-1.63,0.0,51,24684,买盘
2383,11:01:01,4.84,-1.63,0.01,30,14520,买盘
2384,11:00:55,4.83,-1.83,-0.01,119,57477,卖盘
2385,11:00:52,4.84,-1.63,0.01,59,28556,买盘
2386,11:00:49,4.83,-1.83,-0.01,139,67137,卖盘
2387,11:00:46,4.84,-1.63,0.0,29,14036,买盘
2388,11:00:43,4.84,-1.63,0.0,11,5324,买盘
2389,11:00:37,4.84,-1.63,0.0,145,70180,买盘
2390,11:00:34,4.84,-1.63,0.0,14,6776,买盘
2391,11:00:28,4.84,-1.63,0.0,90,43560,买盘
2392,11:00:25,4.84,-1.63,0.0,40,19360,买盘
2393,11:00:22,4.84,-1.63,0.01,15,7260,买盘
2394,11:00:19,4.83,-1.83,-0.01,109,52647,卖盘
2395,11:00:16,4.84,-1.63,0.0,55,26620,买盘
2396,11:00:13,4.84,-1.63,0.0,30,14520,买盘
2397,11:00:10,4.84,-1.63,0.0,22,10648,买盘
2398,11:00:07,4.84,-1.63,0.0,27,13068,买盘
2399,11:00:04,4.84,-1.63,0.0,54,26136,中性盘
2400,11:00:04,4.84,-1.63,0.0,54,26136,买盘
2401,11:00:01,4.84,-1.63,0.0,124,60016,买盘
2402,10:59:58,4.84,-1.63,0.0,7,3388,买盘
2403,10:59:55,4.84,-1.63,0.01,5,2420,买盘
2404,10:59:52,4.83,-1.83,-0.01,21,10143,卖盘
2405,10:59:49,4.84,-1.63,0.0,1831,886204,买盘
2406,10:59:46,4.84,-1.63,0.01,100,48400,买盘
2407,10:59:43,4.83,-1.83,0.0,1,483,卖盘
2408,10:59:34,4.83,-1.83,-0.01,1,483,卖盘
2409,10:59:28,4.84,-1.63,0.0,22,10648,买盘
2410,10:59:25,4.84,-1.63,0.01,122,59048,买盘
2411,10:59:19,4.83,-1.83,0.0,109,52647,卖盘
2412,10:59:13,4.83,-1.83,0.0,25,12075,卖盘
2413,10:59:10,4.83,-1.83,0.0,12,5796,卖盘
2414,10:59:04,4.83,-1.83,0.01,4544,2194752,买盘
2415,10:58:55,4.82,-2.03,0.0,10,4820,卖盘
2416,10:58:52,4.82,-2.03,0.0,5,2410,卖盘
2417,10:58:49,4.82,-2.03,0.0,109,52538,卖盘
2418,10:58:46,4.82,-2.03,-0.01,20,9640,卖盘
2419,10:58:43,4.83,-1.83,0.0,29,14007,买盘
2420,10:58:40,4.83,-1.83,0.01,320,154560,买盘
2421,10:58:34,4.82,-2.03,-0.01,11,5302,卖盘
2422,10:58:31,4.83,-1.83,0.01,11,5313,买盘
2423,10:58:25,4.82,-2.03,0.0,1,482,卖盘
2424,10:58:19,4.82,-2.03,-0.01,539,259798,卖盘
2425,10:58:16,4.83,-1.83,0.0,14,6762,买盘
2426,10:58:13,4.83,-1.83,0.0,9,4347,买盘
2427,10:58:10,4.83,-1.83,0.0,39,18837,买盘
2428,10:58:07,4.83,-1.83,0.0,2,966,买盘
2429,10:58:04,4.83,-1.83,0.01,77,37191,买盘
2430,10:58:01,4.82,-2.03,0.0,750,361500,卖盘
2431,10:57:58,4.82,-2.03,0.0,2583,1245006,卖盘
2432,10:57:55,4.82,-2.03,-0.01,1,482,卖盘
2433,10:57:52,4.83,-1.83,0.01,34,16422,买盘
2434,10:57:49,4.82,-2.03,0.0,112,53984,卖盘
2435,10:57:43,4.82,-2.03,0.0,8,3856,卖盘
2436,10:57:40,4.82,-2.03,0.0,1,482,卖盘
2437,10:57:34,4.82,-2.03,0.0,9,4338,卖盘
2438,10:57:28,4.82,-2.03,0.0,723,348486,买盘
2439,10:57:25,4.82,-2.03,-0.01,181,87242,卖盘
2440,10:57:22,4.83,-1.83,0.01,128,61824,买盘
2441,10:57:19,4.82,-2.03,0.0,108,52056,卖盘
2442,10:57:16,4.82,-2.03,0.0,118,56876,卖盘
2443,10:57:07,4.82,-2.03,0.01,131,63142,买盘
2444,10:57:04,4.81,-2.24,0.0,412,198172,卖盘
2445,10:57:01,4.81,-2.24,-0.01,1,481,卖盘
2446,10:56:58,4.82,-2.03,0.01,8,3856,买盘
2447,10:56:55,4.81,-2.24,-0.01,19,9139,卖盘
2448,10:56:52,4.82,-2.03,0.0,1028,495496,买盘
2449,10:56:49,4.82,-2.03,0.0,144,69408,买盘
2450,10:56:46,4.82,-2.03,0.01,459,221238,买盘
2451,10:56:43,4.81,-2.24,-0.01,78,37518,卖盘
2452,10:56:40,4.82,-2.03,0.0,36,17352,买盘
2453,10:56:37,4.82,-2.03,0.01,20,9640,买盘
2454,10:56:34,4.81,-2.24,0.0,121,58201,卖盘
2455,10:56:31,4.81,-2.24,-0.01,30,14430,卖盘
2456,10:56:28,4.82,-2.03,0.0,101,48682,买盘
2457,10:56:25,4.82,-2.03,0.0,39,18798,中性盘
2458,10:56:25,4.82,-2.03,0.0,39,18798,买盘
2459,10:56:22,4.82,-2.03,0.01,273,131586,买盘
2460,10:56:19,4.81,-2.24,0.0,224,107744,卖盘
2461,10:56:16,4.81,-2.24,0.0,227,109187,卖盘
2462,10:56:13,4.81,-2.24,-0.01,151,72631,卖盘
2463,10:56:10,4.82,-2.03,0.0,70,33740,买盘
2464,10:56:06,4.82,-2.03,0.0,37,17834,买盘
2465,10:56:04,4.82,-2.03,0.0,13,6266,买盘
2466,10:56:00,4.82,-2.03,0.0,9,4338,买盘
2467,10:55:57,4.82,-2.03,0.0,48,23136,买盘
2468,10:55:55,4.82,-2.03,0.0,76,36632,买盘
2469,10:55:51,4.82,-2.03,0.0,311,149902,买盘
2470,10:55:48,4.82,-2.03,0.0,4,1928,买盘
2471,10:55:45,4.82,-2.03,0.0,2,964,买盘
2472,10:55:39,4.82,-2.03,0.0,196,94472,买盘
2473,10:55:36,4.82,-2.03,0.0,29,13978,买盘
2474,10:55:33,4.82,-2.03,0.0,126,60732,买盘
2475,10:55:30,4.82,-2.03,0.0,100,48200,买盘
2476,10:55:24,4.82,-2.03,0.01,5,2410,买盘
2477,10:55:22,4.81,-2.24,-0.01,237,113997,卖盘
2478,10:55:15,4.82,-2.03,0.0,5,2410,买盘
2479,10:55:12,4.82,-2.03,0.0,100,48200,买盘
2480,10:55:09,4.82,-2.03,0.01,2,964,买盘
2481,10:55:06,4.81,-2.24,-0.01,90,43290,卖盘
2482,10:55:03,4.82,-2.03,0.0,21,10122,买盘
